id,name,yearpublished,minplayers,maxplayers,description,average,bayesaverage,playingtime,minage,thumbnail,image
288,RossyÃ¯a 1917,1995,2,5,rossyia   midhigh complexity game russian civil war   cover military aspect civil war operational level unit brigade division rate step combat movement shock quality value fullcolor map cover russia polish border siberian plain superimpose hexagonal grid hexagon represent   milesthe game play player alternate hq unit perform action include move military unit initiate combat rule cover shock combat political event rail movement naval movement air power tank armored train reserve moregame consist ,,,30,1,,
289,Chariot Lords,1999,3,4,    bc asia minor mediterranean witness rise fall mighty empire birth empire precipitate death small people like judean establish empire locate giant egypt assyria empire endure century last generation chariot lord show whyeach lord control     nation strong weak vary goal objective   country exist time player compete achieve victory criterion empire nation quickly rival involve death struggle expansion turn   year new country come fore establish empire struggle levy reinforcement arrange allian,,,30,1,,
290,Gold Digger,1990,2,5,gold digger set anxious prospector quest find fortune gold pick claim yield cornucopia rich   beware fool gold player outwit winsoriginally publish goldrausch republish   gold digger box publish revise nd edition publish reimplemente     wapi,,,30,1,,
291,Courtisans of Versailles,1988,3,8,amid lavish splendor palace versaille player strive improve standing fellow courtier mark queen louis xiv depend manipulate elevated form etiquette repartie true passion courtthe high art ridicule circumstance change court move palace hunt possibly war break title award vast fortune amass whim wit aware devastating faux pas find banish colony bad land notorious dungeon la bastillethe original version aristo publish dragon radieux accommodate   player later version allow,,,30,1,,
292,Attacke,1993,3,5,theme joust knights attacke simple card laying contest card   color number   amp   hand player lay card color declare total value draw card follow player lay card beat total color stay round nt choose play draw final card round continue player add card total drop player remain player take token color joker card shield     win     color token win gameridiculously simple great fun contest color seriously throw card draw color needreimplemente     ivanhoe     gem dealer,,,30,1,,
293,Bamboleo,1996,2,7,definitely unusual offering german friend assortment oddly shape wooden block place round wooden platter platter cork ball underside place conical stand trick oddly shape piece remove onebyone high probability upset contraption delicate balance big piece remove turn point ll score high likelihood spill score negative point,,,30,1,,
294,Keydom,1998,2,5,independently produce british game designer richard breese copy game sell hour initial offering essen    player represent family medieval professional stonemason fisherman   set numbered token misdirection player try achieve control area board   seek resource   use hardfought resource purchase special action magical spell piece royal keylore   player acquire piece regalia throne room crown king winner   retool game rerelease aladdin dragon keydom richard breese second game key seriesreimplemente,,,30,1,,
295,Europa 1945-2030,1998,3,6,game detail creation expansion european union year follow world war ii   player represent group eu delegate travel different country europe   countrys threshold resistance equal number delegate country eligible enter union assume player come agreement   additionally game progress country increase potential fall armed conflict player avert wish retain good standing,,,30,1,,
296,Medieval Merchant,1998,2,6,player secure value market affordable trade route medieval city simultaneously force opponent affordable value market   city variable number space player develop business branch alternatively establish new trade route wide reach city town   player generate income risk lose dominance city add branch city lower value product award strong market influence   end game player influence win,,,30,1,,
297,Stadens Nyckel,1998,3,6,fun luckintensive game player represent noble family try build neighborhood family member high office right time   goal aid card aid family compete high office building place neighborhood   end turn event card take effect give point officeholder allow free building cause occurrence   lay board game setup event card reveal allow player upcoming event   event card take effect player score point neighborhood occupy high office    player point take day,,,30,1,,
298,Lang lebe der KÃ¶nig!,1997,3,5,theme struggle kingship england player struggle control territory england worth number vote     election phase   player   vote necessary elect king,,,30,1,,
299,De Bellis Antiquitatis: Quick Play Wargame Rules with Army Lists for Ancient and Medieval Battles,1990,2,6,flexible fastplaying set miniature rule army consist   unit call quotelementsquot classify blade warband knight forth rule simple actually fit sheet paper pretty effectivethe fantasy version horde thing de bellis multitudini wargame rule ancient medieval battle    bc   ad rule add detail significantly increase army sizede bellis renationis extend time period end renaissance   ad horse foot gun cover period  ,,,30,1,,
300,Tutankhamen,1993,2,6,  artifact tile game tutanchamun shuffle lay randomly long serpentine trail player turn choose tile trail turn choose tile pass   different set tile set        tile set claim player hold set score number point player hold second score half number complicate matter tiebreaker tile tile let quotbuyquot tile player exercise number play quickly probably   minute top suitable youngster susceptible analysis game unique layout brightlycolore egyptian pharaoh look new edition box publishing game differe,,,30,1,,
301,Campanile,1996,2,5,nice combination tile placement bet player lay long tile build   tower tall tall whilst bet tall shortest trick lay tile raise tower story tall control bet     token crucially draw pile pile      draw pile faceup want draw pile   tile boost tower ve bet mean lay card story play tile hand help player nice mechanism give simple frustrating choice enjoy scoring give point second majority backer tower,,,30,1,,
302,Forum Romanum,1988,2,6,long print popular placement game wolfgang kramer publish franckh kosmos long box series actually simple player turn color piece different room row column diagonal room score majority holder get value length minority holder lose point line room mark score run piece place piece mean suddenly lose potential score build,,,30,1,,
303,Koalition,1992,4,10,  politician color stand election   country european union unimaginable benefit position influence await power broker machiavellian lobbyist selfappointe ldquoleadersldquo hold real power palm handswith thought party loyalty manifesto pull string politician puppet pay lipservice conventional rule politic voter quietparty scandal shamelessly arrange press campaign innocent politician filthy intrigue bring fall opponent sudden favoring surprise candidate well suit government profitable leadership ,,,30,1,,
